Height,Age,Income,RomanticGestureScore,CompatibilityScore,CommunicationScore,DistanceKM,Response,AgeCategory
173,48,19975,7,0,3,7,0,Middle-aged
155,78,18949,4,5,4,35,0,Senior
153,44,16068,7,1,9,34,0,Middle-aged
162,28,5079,4,0,6,67,0,Young
153,75,19809,8,6,5,63,0,Senior
171,22,17664,6,3,3,2,1,Young
163,45,17132,4,0,2,91,0,Middle-aged
180,67,7966,8,9,5,45,1,Senior
165,62,19668,4,5,9,63,1,Senior
178,46,8728,7,9,4,2,1,Middle-aged
153,55,9536,3,5,2,54,0,Senior
173,51,5125,8,2,3,51,0,Senior
174,20,10813,5,5,1,41,0,
150,76,13410,5,9,8,5,0,Senior
162,72,5947,2,8,6,85,0,Senior
153,73,17565,2,5,9,71,1,Senior
169,35,5594,3,0,2,25,0,Middle-aged
167,70,10030,0,9,7,1,1,Senior
155,67,19306,5,5,7,9,1,Senior
152,30,5140,0,7,0,66,0,Young
172,45,16085,10,6,4,67,0,Middle-aged
162,59,8055,3,7,4,4,0,Senior
176,74,14822,6,7,2,21,0,Senior
165,20,14068,5,8,1,61,0,
176,45,19017,7,2,0,26,0,Middle-aged
154,47,9205,3,6,3,44,1,Middle-aged
153,72,10171,8,5,9,37,1,Senior
170,77,12782,9,1,1,78,1,Senior
157,28,7660,7,4,4,10,1,Young
168,79,11856,4,2,9,90,1,Senior
163,78,11089,5,4,1,74,0,Senior
156,63,16582,4,8,0,82,0,Senior
180,41,10318,5,7,9,91,0,Middle-aged
163,27,18083,0,8,9,81,1,Young
155,77,15221,3,8,9,74,1,Senior
161,68,18016,8,7,9,75,0,Senior
165,61,7552,3,7,8,47,1,Senior
166,46,8611,1,5,1,88,0,Middle-aged
162,58,18825,5,5,9,83,1,Senior
172,38,13062,1,5,3,80,1,Middle-aged
163,44,6040,2,9,2,23,0,Middle-aged
178,57,13506,6,5,0,76,1,Senior
156,40,12603,3,8,7,54,1,Middle-aged
163,43,16651,0,9,1,59,1,Middle-aged
164,43,9172,8,0,7,19,0,Middle-aged
161,79,16217,5,9,0,25,1,Senior
166,79,7946,8,5,5,67,1,Senior
158,38,8236,2,7,3,13,0,Middle-aged
171,69,8680,4,0,2,21,1,Senior
164,66,18928,8,5,0,22,1,Senior
161,21,9807,5,8,9,47,0,Young
151,33,16298,1,5,0,63,0,Middle-aged
154,72,6537,0,1,6,29,0,Senior
162,51,8872,8,0,5,49,1,Senior
176,61,6867,0,3,2,25,0,Senior
169,51,18141,4,5,1,23,0,Senior
172,47,6161,0,9,9,76,0,Middle-aged
157,67,8920,4,9,2,49,1,Senior
176,58,10693,4,8,7,23,0,Senior
163,59,8882,6,4,6,5,1,Senior
164,61,15948,6,6,6,29,1,Senior
160,66,15104,10,5,4,5,0,Senior
150,59,12738,9,5,9,39,1,Senior
170,32,13456,0,8,2,99,0,Middle-aged
180,31,17620,8,4,0,35,0,Middle-aged
152,27,11331,0,1,0,81,1,Young
166,34,10182,4,7,5,30,1,Middle-aged
177,45,18107,6,2,3,56,1,Middle-aged
168,31,14494,7,8,6,2,0,Middle-aged
163,62,18853,1,4,9,15,0,Senior
171,70,14386,0,0,9,51,1,Senior
179,65,6526,3,3,9,23,0,Senior
172,46,13131,3,8,0,26,1,Middle-aged
157,37,16796,9,0,5,11,0,Middle-aged
162,64,9394,5,7,6,24,1,Senior
176,55,15440,0,7,0,9,1,Senior
169,68,6158,0,8,1,78,0,Senior
152,70,9367,2,8,8,88,1,Senior
154,46,9630,4,5,8,71,1,Middle-aged
158,28,8513,5,4,5,10,1,Young
178,74,15270,4,6,3,97,1,Senior
155,58,6144,4,8,6,97,0,Senior
180,20,5068,8,4,4,91,0,
174,26,8717,1,2,2,72,0,Young
180,45,16200,0,8,3,78,0,Middle-aged
171,26,14018,5,9,1,71,1,Young
151,71,14361,8,0,5,82,0,Senior
162,26,14175,6,0,2,57,1,Young
154,27,17768,7,9,6,90,1,Young
177,35,17169,4,3,3,15,1,Middle-aged
176,22,16526,9,1,7,33,0,Young
174,64,15532,3,6,0,11,1,Senior
157,29,15207,5,1,8,19,1,Young
172,69,14644,2,6,2,42,0,Senior
150,26,15325,0,7,2,82,1,Young
169,40,14231,10,7,4,86,0,Middle-aged
161,72,9723,3,2,9,58,0,Senior
172,56,9213,8,8,0,18,0,Senior
160,50,11413,3,9,2,18,1,Middle-aged
156,42,8466,0,9,3,22,1,Middle-aged
164,76,8026,3,9,1,89,1,Senior
171,46,11998,6,5,5,52,0,Middle-aged
173,75,17449,2,3,9,44,1,Senior
160,41,7747,9,7,3,31,0,Middle-aged
178,58,12271,5,3,0,9,1,Senior
171,76,18964,0,3,2,50,0,Senior
175,46,17454,10,7,6,61,1,Middle-aged
165,73,17587,3,3,2,19,0,Senior
152,68,11171,2,0,5,52,0,Senior
169,23,16687,0,5,5,55,1,Young
163,43,8855,2,7,0,25,0,Middle-aged
152,42,13753,3,2,1,79,0,Middle-aged
150,67,7203,4,1,9,69,1,Senior
180,38,18635,5,5,5,75,0,Middle-aged
175,61,8419,1,0,1,13,0,Senior
170,22,6144,1,4,1,34,1,Young
164,46,7699,5,5,3,72,1,Middle-aged
150,22,14743,4,7,7,25,1,Young
166,47,17213,0,6,5,91,0,Middle-aged
151,36,5560,2,5,7,75,1,Middle-aged
178,50,6187,10,1,3,64,0,Middle-aged
169,29,8133,4,7,2,82,1,Young
155,68,8411,1,7,6,10,0,Senior
157,41,6689,0,4,6,97,0,Middle-aged
178,49,9407,8,2,1,17,1,Middle-aged
165,68,7423,4,7,0,5,1,Senior
168,40,6369,1,4,7,87,0,Middle-aged
150,55,19485,9,2,2,67,0,Senior
152,72,11007,3,8,5,10,1,Senior
177,42,11728,2,8,6,27,0,Middle-aged
152,57,13772,6,6,7,56,0,Senior
154,31,5976,0,7,5,7,0,Middle-aged
176,44,9272,9,4,6,29,0,Middle-aged
161,73,11497,3,4,4,49,0,Senior
161,76,17801,6,4,2,39,1,Senior
169,39,15548,10,1,1,70,0,Middle-aged
162,68,5118,9,2,6,9,0,Senior
169,68,6542,4,7,7,72,0,Senior
158,61,9862,3,5,7,61,0,Senior
156,26,8043,3,8,2,78,0,Young
153,48,5972,10,6,1,54,1,Middle-aged
168,67,5915,1,5,8,9,0,Senior
171,48,11621,7,3,5,60,1,Middle-aged
168,32,14629,3,6,9,52,1,Middle-aged
155,22,5586,1,3,2,75,1,Young
176,21,13542,8,6,4,11,0,Young
162,35,10625,9,4,0,35,0,Middle-aged
160,49,19530,6,1,1,75,0,Middle-aged
162,57,12354,2,6,8,36,1,Senior
162,25,18761,6,7,9,55,0,Young
177,64,9591,0,9,9,3,1,Senior
174,26,7562,0,1,2,83,1,Young
171,24,11839,3,5,7,72,1,Young
177,75,15062,3,3,9,53,0,Senior
169,26,13464,3,4,7,28,0,Young
164,53,7927,8,0,4,53,1,Senior
170,51,11195,5,5,7,54,0,Senior
162,68,17550,2,7,1,53,0,Senior
171,32,16631,5,1,1,65,0,Middle-aged
160,49,11276,1,0,3,53,1,Middle-aged
168,44,16233,1,8,7,40,0,Middle-aged
157,40,19645,6,1,1,94,0,Middle-aged
169,79,18884,2,7,3,41,1,Senior
157,78,17140,6,4,7,38,1,Senior
159,40,19351,2,1,2,75,1,Middle-aged
175,47,14956,1,4,7,29,1,Middle-aged
165,67,9290,3,8,1,31,0,Senior
168,77,10882,3,5,0,61,0,Senior
175,39,18754,2,2,5,74,0,Middle-aged
172,53,11446,8,7,7,99,1,Senior
160,24,10167,5,0,8,40,0,Young
162,37,14962,4,8,9,93,0,Middle-aged
177,79,18432,5,8,7,2,0,Senior
158,58,6522,10,3,1,48,0,Senior
169,62,14023,7,7,0,1,0,Senior
173,76,5561,4,2,6,59,0,Senior
168,76,8540,3,5,6,32,0,Senior
165,30,17328,6,9,2,88,1,Young
156,73,6479,4,9,5,2,1,Senior
168,36,11677,3,7,6,59,0,Middle-aged
161,67,17658,4,8,8,3,1,Senior
164,64,6205,10,7,0,73,0,Senior
180,41,11660,3,8,2,49,0,Middle-aged
172,56,13848,7,3,4,88,0,Senior
163,39,17132,7,9,2,76,0,Middle-aged
160,67,5589,0,0,7,34,1,Senior
175,79,9326,2,6,9,62,1,Senior
159,73,9904,10,9,5,34,1,Senior
176,73,14563,3,3,1,23,0,Senior
160,67,17766,1,0,0,19,1,Senior
155,67,18520,4,2,9,52,0,Senior
151,65,16943,10,6,4,60,1,Senior
160,25,11421,7,2,8,96,0,Young
168,53,19060,1,0,9,28,1,Senior
155,33,8759,8,6,8,90,0,Middle-aged
163,67,15292,6,7,0,49,0,Senior
169,42,15076,5,4,2,45,1,Middle-aged
155,39,18321,7,5,5,76,0,Middle-aged
166,32,19050,1,2,4,95,0,Middle-aged
159,66,13939,4,4,3,60,1,Senior
177,63,13655,3,2,1,75,0,Senior
150,60,13945,7,1,3,56,0,Senior
152,51,10936,0,6,4,4,1,Senior
157,45,13774,2,9,1,18,1,Middle-aged
157,69,7205,9,6,9,29,0,Senior
176,72,9114,7,7,0,39,1,Senior
169,33,17342,4,0,6,55,0,Middle-aged
171,71,9027,3,1,6,58,1,Senior
164,76,19038,5,1,7,47,0,Senior
173,55,9816,4,2,9,31,1,Senior
156,27,12188,2,6,5,28,0,Young
160,59,16545,10,6,0,27,1,Senior
156,41,7808,4,6,7,30,0,Middle-aged
178,41,18851,3,0,1,49,1,Middle-aged
153,35,19620,0,1,2,42,1,Middle-aged
174,46,8603,0,7,7,75,1,Middle-aged
161,75,18843,6,8,3,78,1,Senior
175,79,19846,3,9,4,68,1,Senior
155,80,8913,0,6,8,1,1,Senior
163,79,6419,5,0,6,44,0,Senior
161,29,7167,10,3,9,37,1,Young
160,44,7144,10,9,6,33,1,Middle-aged
168,50,7167,10,7,0,21,1,Middle-aged
170,40,14752,10,4,0,88,0,Middle-aged
154,46,14368,0,0,7,40,0,Middle-aged
163,36,14460,7,6,9,61,1,Middle-aged
170,52,10891,8,5,0,13,1,Senior
173,50,16779,10,8,9,98,0,Middle-aged
165,69,11536,2,3,1,38,0,Senior
174,61,6166,6,3,3,29,1,Senior
162,45,8575,4,7,8,53,0,Middle-aged
174,40,7841,2,3,6,64,1,Middle-aged
178,55,6870,4,2,6,36,1,Senior
171,20,17121,9,6,9,5,1,
171,23,15459,6,4,6,20,1,Young
174,23,7886,6,8,4,93,1,Young
169,45,5159,8,4,0,11,0,Middle-aged
171,23,12243,7,8,4,72,0,Young
153,68,15850,3,5,7,28,1,Senior
160,28,8763,4,5,6,49,0,Young
166,49,17926,4,5,6,41,0,Middle-aged
156,70,6055,9,6,1,18,1,Senior
163,64,5333,1,3,0,30,0,Senior
175,23,8596,6,3,3,14,1,Young
160,24,12607,6,8,7,56,0,Young
177,80,14083,8,6,0,73,0,Senior
171,64,16179,8,9,1,74,1,Senior
158,42,19304,3,5,6,89,0,Middle-aged
172,35,17639,4,0,4,52,1,Middle-aged
162,41,6362,6,6,5,91,1,Middle-aged
172,56,5925,9,5,7,66,0,Senior
167,27,10519,6,3,8,67,1,Young
177,67,7443,10,7,7,29,1,Senior
160,52,15769,9,6,0,27,0,Senior
164,74,8980,10,7,3,68,0,Senior
174,79,12260,7,8,4,35,1,Senior
175,57,15597,7,0,8,91,0,Senior
174,62,6419,1,2,5,83,0,Senior
171,35,16067,8,1,5,10,0,Middle-aged
178,24,5059,10,2,2,26,1,Young
168,35,7524,3,1,1,71,0,Middle-aged
150,26,8797,0,5,1,91,0,Young
153,70,15851,0,8,6,94,0,Senior
163,20,17288,4,1,4,76,0,
163,28,6578,6,3,9,61,0,Young
152,37,17598,4,4,0,69,1,Middle-aged
179,64,19503,2,4,4,56,1,Senior
177,77,19527,10,0,0,77,0,Senior
166,66,12201,6,5,8,64,0,Senior
152,22,16297,0,4,7,41,1,Young
165,43,5707,10,5,3,4,1,Middle-aged
163,47,13165,0,3,0,66,1,Middle-aged
179,29,10277,1,5,7,37,1,Young
169,28,6780,0,8,4,34,1,Young
178,32,18811,8,0,0,50,0,Middle-aged
162,67,7413,3,5,1,70,1,Senior
164,54,18651,6,0,4,90,1,Senior
163,73,18145,4,6,8,75,0,Senior
173,42,16598,6,3,9,42,0,Middle-aged
174,66,12750,6,5,7,1,1,Senior
168,36,19662,0,6,9,34,0,Middle-aged
155,65,7161,0,4,7,85,1,Senior
159,26,18206,10,8,8,10,1,Young
176,71,16731,2,7,1,5,0,Senior
164,35,13800,9,2,6,90,0,Middle-aged
170,72,5308,1,0,9,44,0,Senior
171,59,19736,6,9,4,19,0,Senior
169,55,10439,2,7,2,21,0,Senior
175,39,9307,6,3,9,34,0,Middle-aged
155,43,7364,8,6,7,29,0,Middle-aged
172,66,5184,10,3,1,79,0,Senior
174,24,10324,0,6,3,40,0,Young
159,64,10483,2,0,4,80,0,Senior
156,25,18527,10,0,4,18,0,Young
171,47,5245,5,1,3,49,0,Middle-aged
166,78,13430,8,4,2,61,0,Senior
167,24,13183,4,9,2,65,1,Young
166,68,10924,2,5,4,75,0,Senior
158,58,18702,7,1,9,36,0,Senior
159,57,5519,4,0,5,96,0,Senior
159,21,18901,5,8,0,92,1,Young
174,62,8907,1,6,3,70,0,Senior
156,58,5276,3,7,9,7,1,Senior
165,73,17220,0,5,9,61,0,Senior
178,40,10101,3,8,5,64,0,Middle-aged
167,59,19537,0,7,1,88,0,Senior
155,56,17501,3,3,9,74,1,Senior
176,78,13797,1,4,4,30,0,Senior
169,37,9573,5,1,8,17,1,Middle-aged
150,73,9603,5,0,2,44,1,Senior
150,67,18386,7,5,2,72,1,Senior
161,65,9053,8,2,8,76,1,Senior
170,31,11812,7,3,2,26,0,Middle-aged
177,36,15904,0,0,3,17,0,Middle-aged
151,56,11073,2,5,8,35,1,Senior
153,65,5141,5,7,3,46,1,Senior
166,57,16853,0,9,4,5,1,Senior
153,34,15561,7,3,1,45,0,Middle-aged
160,26,6717,5,9,7,75,0,Young
171,33,17748,0,7,8,16,0,Middle-aged
175,69,17957,9,9,9,58,0,Senior
153,20,12313,1,2,3,42,0,
150,57,19389,5,6,2,94,0,Senior
156,22,16619,9,2,3,60,0,Young
179,56,15516,7,5,6,56,1,Senior
167,63,15036,4,3,0,6,0,Senior
158,50,10714,0,5,1,20,0,Middle-aged
178,62,5399,9,6,9,84,0,Senior
152,32,9763,1,7,4,24,0,Middle-aged
157,67,15755,3,5,8,91,1,Senior
178,37,14714,3,3,5,67,0,Middle-aged
173,36,14526,6,8,2,88,1,Middle-aged
168,36,18582,1,6,2,52,1,Middle-aged
153,80,15815,6,8,6,10,1,Senior
167,30,18760,6,2,2,25,1,Young
169,39,11255,6,4,9,92,1,Middle-aged
176,29,5238,2,0,2,82,0,Young
160,48,8215,5,7,9,45,1,Middle-aged
176,67,12541,5,0,6,78,0,Senior
163,53,18331,3,0,8,1,0,Senior
174,36,8647,0,6,8,84,0,Middle-aged
167,73,10408,8,7,2,25,0,Senior
177,71,14808,1,2,7,76,1,Senior
177,61,11340,8,1,0,73,1,Senior
178,32,7429,7,6,7,9,0,Middle-aged
165,63,8652,0,9,1,42,0,Senior
152,66,14913,10,4,3,63,0,Senior
164,58,19028,6,0,6,25,0,Senior
176,46,18803,9,1,5,94,0,Middle-aged
176,73,11307,2,2,8,48,0,Senior
180,72,19941,9,5,7,55,1,Senior
153,45,14464,9,0,1,92,0,Middle-aged
154,47,16331,8,7,3,66,0,Middle-aged
166,32,10140,4,1,0,89,1,Middle-aged
156,31,7878,10,4,6,82,0,Middle-aged
165,63,6535,2,7,3,24,1,Senior
163,47,19932,7,4,7,82,0,Middle-aged
175,21,13727,2,7,1,91,1,Young
165,56,11254,6,5,7,44,0,Senior
156,76,5948,6,6,1,56,1,Senior
158,76,18150,6,7,7,35,1,Senior
153,53,15834,0,2,0,34,1,Senior
179,42,8941,10,4,1,6,0,Middle-aged
179,77,14213,4,9,4,49,1,Senior
171,71,11603,10,6,0,16,1,Senior
160,64,13625,0,8,4,87,0,Senior
151,48,6403,6,5,4,92,1,Middle-aged
161,54,12819,7,9,6,13,0,Senior
161,30,8511,6,0,1,12,0,Young
179,67,7935,0,7,1,11,1,Senior
153,52,9878,2,5,5,47,1,Senior
167,70,12506,9,0,9,60,1,Senior
175,30,18275,2,3,2,49,1,Young
170,28,12591,6,5,7,52,1,Young
180,33,17456,3,9,2,61,1,Middle-aged
156,28,17996,2,0,9,86,0,Young
178,58,10060,5,9,3,95,0,Senior
150,67,8333,9,4,6,91,0,Senior
180,22,6602,5,2,0,91,1,Young
175,48,13420,9,6,0,40,0,Middle-aged
175,38,18472,4,7,8,90,1,Middle-aged
172,55,17714,5,2,5,71,1,Senior
175,51,17409,2,9,4,75,0,Senior
162,26,7196,9,2,1,53,1,Young
155,74,16091,4,2,1,61,0,Senior
155,47,5110,8,5,6,22,0,Middle-aged
161,63,14436,3,5,5,83,1,Senior
157,37,11023,10,2,7,38,0,Middle-aged
173,79,9159,1,5,2,84,1,Senior
171,24,15877,4,8,2,61,0,Young
168,42,16993,2,7,4,83,1,Middle-aged
154,74,8867,2,6,9,83,1,Senior
167,41,14569,3,6,3,47,1,Middle-aged
180,45,12641,3,7,7,27,1,Middle-aged
179,61,10004,4,6,5,81,0,Senior
154,31,14963,6,2,7,18,1,Middle-aged
179,59,18796,3,7,6,20,0,Senior
174,38,13204,10,7,1,42,1,Middle-aged
159,66,12077,6,0,8,41,1,Senior
150,20,18464,8,9,5,72,1,
159,22,17526,2,4,5,58,0,Young
154,46,8261,4,4,1,40,0,Middle-aged
161,37,5662,3,0,8,75,0,Middle-aged
171,69,18397,8,5,0,30,0,Senior
179,49,16284,4,5,5,12,1,Middle-aged
176,21,13885,9,3,7,62,0,Young
156,24,8390,1,5,1,62,0,Young
158,48,14373,9,5,2,87,1,Middle-aged
171,52,8018,0,0,9,70,1,Senior
170,61,14696,6,4,9,99,1,Senior
161,39,6902,10,1,6,15,0,Middle-aged
172,49,9171,0,6,0,92,0,Middle-aged
178,61,5328,7,8,4,7,0,Senior
150,24,14631,8,8,5,6,1,Young
160,69,18540,6,8,9,27,1,Senior
179,40,11295,8,6,6,2,1,Middle-aged
170,77,8846,9,6,9,6,1,Senior
164,34,17359,5,0,9,61,1,Middle-aged
151,39,5224,6,5,6,32,0,Middle-aged
169,27,7520,2,4,2,29,0,Young
156,68,13064,8,7,6,98,0,Senior
170,50,8714,2,7,0,65,1,Middle-aged
161,31,7407,5,3,3,15,1,Middle-aged
171,40,11683,3,0,6,10,1,Middle-aged
167,49,5810,8,5,6,10,0,Middle-aged
152,46,11752,0,9,3,10,0,Middle-aged
156,63,8117,8,0,0,37,0,Senior
160,45,19336,3,4,7,32,1,Middle-aged
167,52,9773,9,4,3,36,0,Senior
161,45,8290,4,2,1,64,1,Middle-aged
155,45,17578,10,4,3,89,0,Middle-aged
154,55,18769,0,5,7,15,1,Senior
175,59,7251,0,4,7,73,1,Senior
150,20,18513,5,0,4,16,1,
161,78,9661,9,6,1,83,1,Senior
176,34,15721,0,2,6,46,0,Middle-aged
180,69,19103,1,6,2,44,1,Senior
175,20,9606,2,4,5,76,1,
160,30,14115,6,2,8,35,1,Young
153,74,11421,1,5,4,51,0,Senior
176,21,8052,4,0,8,58,0,Young
167,20,13207,8,5,3,5,1,
153,50,16788,9,3,8,38,0,Middle-aged
166,63,15595,7,3,0,6,1,Senior
151,35,9451,7,4,3,51,0,Middle-aged
178,73,9925,10,8,0,14,0,Senior
173,41,17202,1,0,8,48,1,Middle-aged
171,61,7646,0,2,7,12,1,Senior
151,37,14293,8,3,7,86,1,Middle-aged
161,66,16167,9,1,6,52,1,Senior
180,36,14282,3,8,8,68,0,Middle-aged
155,49,7906,8,6,2,59,0,Middle-aged
159,29,6746,10,0,6,18,0,Young
174,54,9309,10,8,5,53,0,Senior
172,77,14912,6,5,4,31,0,Senior
174,40,5448,5,1,8,35,0,Middle-aged
170,35,8012,9,0,3,4,0,Middle-aged
172,25,16696,8,5,2,9,1,Young
176,22,6568,9,6,2,15,1,Young
165,60,16378,3,9,1,42,0,Senior
180,62,8491,0,5,0,59,0,Senior
163,40,15738,4,6,2,85,0,Middle-aged
156,32,17997,5,5,7,96,0,Middle-aged
177,37,17667,5,7,5,73,0,Middle-aged
177,77,12310,0,1,1,32,0,Senior
168,73,11883,6,8,7,80,0,Senior
172,79,19967,7,8,4,45,1,Senior
166,43,10984,4,8,3,5,0,Middle-aged
158,46,14239,1,6,0,31,0,Middle-aged
175,73,17826,1,8,0,25,0,Senior
162,23,12088,10,0,3,56,0,Young
171,41,18040,4,2,8,1,0,Middle-aged
154,43,17822,6,1,9,61,0,Middle-aged
172,59,9768,6,0,9,67,0,Senior
154,64,6064,3,4,5,85,0,Senior
159,29,8821,10,0,0,92,0,Young
170,21,13759,2,2,7,67,0,Young
176,59,6436,8,5,8,42,1,Senior
159,25,17702,6,5,1,96,0,Young
176,67,17736,1,2,5,96,1,Senior
156,37,17897,0,3,6,94,0,Middle-aged
175,36,15897,10,6,0,59,0,Middle-aged
164,57,11097,1,5,4,50,0,Senior
156,64,19085,2,1,4,77,0,Senior
178,42,7483,4,8,2,34,1,Middle-aged
176,65,12719,2,5,1,68,0,Senior
164,49,9800,9,1,0,54,0,Middle-aged
152,77,11382,8,6,5,82,1,Senior
168,40,18353,9,9,6,96,0,Middle-aged
159,29,9829,3,9,1,14,0,Young
177,75,16971,6,3,1,32,1,Senior
178,62,18087,3,0,4,70,0,Senior
164,32,11153,2,9,4,81,1,Middle-aged
152,31,7794,9,8,2,8,0,Middle-aged
155,28,15052,0,9,2,35,1,Young
161,23,16528,8,7,0,24,1,Young
164,58,12612,10,4,2,3,1,Senior
155,43,19474,0,2,8,81,1,Middle-aged
162,80,15082,10,3,1,36,1,Senior
178,73,18018,0,2,0,51,0,Senior
168,53,17483,0,9,8,81,1,Senior
152,58,6097,4,7,4,57,0,Senior
157,80,6638,6,4,7,59,1,Senior
157,60,14850,6,7,3,94,1,Senior
172,24,14317,9,0,7,89,1,Young
175,34,13455,0,8,4,22,0,Middle-aged
169,69,16184,5,9,5,37,0,Senior
164,23,18207,8,2,5,75,1,Young
153,70,5160,5,0,5,12,1,Senior
168,71,14448,3,2,1,21,1,Senior
170,77,19826,9,1,9,15,1,Senior
152,58,10906,8,6,9,12,1,Senior
162,77,18057,2,9,8,86,0,Senior
157,27,13502,9,3,6,56,1,Young
172,68,13418,3,6,2,99,0,Senior
165,64,13464,3,2,1,16,0,Senior
162,43,12081,3,5,3,33,1,Middle-aged
152,72,9412,5,6,7,43,1,Senior
165,47,15114,10,6,8,49,0,Middle-aged
158,74,8157,10,4,9,78,0,Senior
177,62,7338,6,5,1,18,1,Senior
163,46,10588,8,2,5,16,1,Middle-aged
162,20,19182,10,3,7,40,0,
170,53,6601,2,5,2,67,1,Senior
174,36,10888,7,2,8,62,1,Middle-aged
156,56,8718,7,6,3,90,0,Senior
164,57,10546,0,2,4,79,1,Senior
156,45,15614,4,8,6,27,1,Middle-aged
155,76,6925,9,3,4,81,1,Senior
151,43,13758,4,1,3,14,1,Middle-aged
158,58,7915,7,5,3,66,1,Senior
171,79,11898,7,8,4,27,1,Senior
173,40,13443,1,9,2,54,1,Middle-aged
166,49,10652,2,9,8,88,1,Middle-aged
154,66,15546,1,1,1,60,0,Senior
161,70,8501,0,3,6,40,1,Senior
150,67,17962,1,4,3,45,0,Senior
159,76,15503,9,8,7,99,0,Senior
160,32,15307,5,6,6,68,1,Middle-aged
165,56,12274,0,4,7,90,0,Senior
163,22,6602,5,5,3,68,1,Young
157,51,16462,0,8,1,63,1,Senior
173,54,12359,1,3,6,98,1,Senior
166,38,5513,7,1,8,77,0,Middle-aged
174,33,13633,5,4,5,40,1,Middle-aged
167,67,13192,8,6,6,41,1,Senior
161,41,11501,0,3,5,61,0,Middle-aged
174,36,18426,4,0,1,65,0,Middle-aged
166,78,5902,6,7,8,1,0,Senior
177,23,10719,8,4,4,9,0,Young
175,64,14412,10,9,2,75,1,Senior
163,59,13148,8,1,3,80,1,Senior
165,38,7321,3,2,3,93,0,Middle-aged
163,56,5855,3,9,8,15,0,Senior
158,21,6017,3,9,4,59,0,Young
153,34,10279,2,4,1,66,1,Middle-aged
174,21,15412,7,3,5,10,1,Young
172,30,12712,4,8,6,49,1,Young
160,64,9680,6,8,7,11,1,Senior
155,42,16696,9,7,4,30,1,Middle-aged
164,29,12072,5,1,7,23,0,Young
154,22,11624,8,4,7,22,0,Young
160,24,17742,2,7,3,51,1,Young
174,22,5195,5,7,6,42,0,Young
167,57,9694,2,6,8,29,1,Senior
179,32,14524,1,3,9,45,1,Middle-aged
162,61,19047,2,2,3,96,1,Senior
160,38,9651,1,7,8,33,0,Middle-aged
163,59,11991,1,7,3,39,1,Senior
177,69,14709,9,9,0,73,1,Senior
167,54,17726,10,4,3,65,1,Senior
176,43,7697,6,2,1,82,1,Middle-aged
177,43,17646,9,4,5,50,1,Middle-aged
180,36,16299,2,3,7,86,0,Middle-aged
174,59,6057,7,7,5,48,0,Senior
177,29,10207,1,1,8,37,1,Young
168,21,15897,10,7,5,78,1,Young
173,63,15255,10,9,6,86,0,Senior
176,42,7792,6,5,4,33,1,Middle-aged
164,25,5420,2,3,7,6,1,Young
158,21,17840,8,2,1,91,1,Young
157,40,7814,6,9,1,70,0,Middle-aged
169,74,7840,8,4,7,55,0,Senior
177,75,18437,1,5,5,44,1,Senior
150,54,6031,5,0,1,50,1,Senior
153,68,12639,4,0,5,54,1,Senior
163,48,6491,1,9,7,63,1,Middle-aged
174,26,9975,3,2,5,16,0,Young
151,48,15077,3,1,8,47,0,Middle-aged
165,72,9947,7,0,5,57,1,Senior
152,56,5509,6,7,2,2,0,Senior
175,42,6859,4,0,8,37,1,Middle-aged
157,52,19051,8,9,9,93,1,Senior
155,27,10061,0,7,4,23,0,Young
165,31,6858,3,4,5,85,0,Middle-aged
173,65,14105,4,3,3,13,0,Senior
165,67,18678,7,7,2,65,1,Senior
156,29,10607,2,7,9,93,1,Young
179,34,7065,4,7,4,48,0,Middle-aged
162,72,19391,2,2,2,7,1,Senior
162,43,7966,6,7,1,31,1,Middle-aged
154,45,18346,9,0,5,63,0,Middle-aged
174,66,11773,2,3,7,45,0,Senior
169,61,18081,6,4,2,56,0,Senior
171,72,17029,1,5,5,64,0,Senior
167,79,12892,6,4,8,22,1,Senior
164,58,14788,8,4,0,63,0,Senior
167,77,19094,4,4,2,80,1,Senior
151,22,9442,5,8,1,28,0,Young
159,21,14247,9,9,7,44,1,Young
172,25,18195,10,9,8,89,0,Young
162,40,14215,2,2,9,14,0,Middle-aged
167,28,8204,9,1,5,85,1,Young
164,29,5575,4,9,2,19,0,Young
180,55,5198,4,1,9,60,1,Senior
161,78,12423,2,7,7,77,1,Senior
164,22,6365,7,4,9,2,1,Young
162,60,12834,5,4,6,51,0,Senior
167,43,6998,2,5,1,78,1,Middle-aged
164,41,10350,0,8,6,34,0,Middle-aged
174,68,11444,9,6,0,82,1,Senior
172,33,6016,0,4,7,88,1,Middle-aged
160,61,8618,10,4,4,94,0,Senior
168,64,5025,9,9,8,51,1,Senior
152,63,14750,1,8,2,19,1,Senior
156,46,8724,9,8,6,36,1,Middle-aged
170,52,8458,4,1,7,85,1,Senior
175,79,16548,6,6,0,83,0,Senior
163,41,11593,0,9,5,26,0,Middle-aged
163,48,15559,0,0,1,35,0,Middle-aged
171,38,19491,3,3,7,63,0,Middle-aged
162,38,13662,9,1,5,4,0,Middle-aged
161,25,15659,5,9,2,85,1,Young
173,64,12280,8,8,3,3,0,Senior
158,38,13069,0,5,6,5,1,Middle-aged
150,32,9746,10,3,8,29,1,Middle-aged
168,78,12589,9,2,9,19,1,Senior
160,45,14077,4,3,1,17,1,Middle-aged
172,41,18217,8,1,8,34,1,Middle-aged
